monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
PL01S0201_0784,Ammonium,2001,0.219863,24
LVV0430100,Ammonium,2001,0.068957,10
NO247-40824,Total organic carbon (TOC),2001,1.0,1
FRCR02092000,BOD5,2001,13.8863,14
SE658086-130264,Ammonium,2001,0.022986,4
NO016-40829,Total organic carbon (TOC),2001,1.3,1
SE628120-132365,Total phosphorus,2001,0.052,12
SE703055-166572,Total phosphorus,2001,0.0139,11
SE647568-131469,Nitrate,2001,1.4061,12
DESM_BWU44,Total phosphorus,2001,0.18,27
EESJA2589000,Ammonium,2001,0.045772,6
FRBSS001WMTL,Nitrate,2001,40.825,4
CZPP0789,Ammonium,2001,0.05,2
FRGR04017000,Nitrite,2001,0.0099,12
HU101178494,Total organic carbon (TOC),2001,5.8047,21
FRBSS000RJVG,Nitrate,2001,6.0,1
BERWE030_4562001,Nitrite,2001,0.02,1
FRGR04103950,Nitrate,2001,4.185174,4
FRCR02094950,Total phosphorus,2001,0.442,13
PL01S1301_1691,Nitrate,2001,1.822576,12
FISW_798,Ammonium,2001,0.022586,17
ATPG32100252,Ammonium,2001,0.010125,1
CZVP8429,Nitrate,2001,1.0,2
ATPG54100282,Nitrite,2001,0.01,1
FISW_7,Nitrate,2001,0.0132,21
LVG2050100,Ammonium,2001,0.094941,10
ES080ESPFES080-JU149,Nitrate,2001,0.946925,12
HU101179217,Total phosphorus,2001,1.5275,25
HU101178427,Ammonium,2001,2.204729,26
DEGM_DENI_9700043,Ammonium,2001,0.631,1
NO028-54639,Total organic carbon (TOC),2001,6.5,12
SE632033-152167,Phosphate,2001,0.0022,12
NL91_STEVWT,Nitrite,2001,0.0885,13
FRBSS002EQXB,Nitrate,2001,1.425,4
SE730224-165025,Nitrate,2001,0.0266,16
SIV5110,Total phosphorus,2001,0.195667,6
FISW_14,Total organic carbon (TOC),2001,6.15,2
FISW_945,Total organic carbon (TOC),2001,17.8889,18
FRBSS001HMNX,Nitrate,2001,0.2,1
SE733222-181059,Phosphate,2001,0.0081,12
IT03POAD2LN2LO1,Total phosphorus,2001,0.024333,2
ATFW31000037,Ammonium,2001,0.055149,12
FRDR06150500,Ammonium,2001,0.216765,10
SE718001-147980,Ammonium,2001,0.009794,12
IT05181,Ammonium,2001,0.27861,12
FISW_924,Ammonium,2001,0.249845,4
SIP42060,Ammonium,2001,0.01,1
FRFR05183000,Ammonium,2001,0.077652,2
FISW_1804,Total organic carbon (TOC),2001,8.225,4
PL01S1101_1598,Ammonium,2001,0.072455,12
ATPG30800642,Ammonium,2001,0.01,1
CZPMO_401,Total phosphorus,2001,0.22,12
IT09S1222,BOD5,2001,1.38889,9
IT07MAMA02,Nitrate,2001,0.002919,12
FRGR04015000,Total phosphorus,2001,0.1001,11
BG3TU00539MS0060,Nitrate,2001,1.967082,12
FISW_996,Total organic carbon (TOC),2001,12.075,4
PT405T17,Nitrite,2001,0.05,1
ESCHC2005,Nitrate,2001,0.319944,2
LV012MARD11_1578,Nitrate,2001,0.0886,1
DEGM_HE_6845,Nitrate,2001,58.0,1
LV240SEDP_9639,Nitrate,2001,0.0443,1
HU101178427,Nitrite,2001,0.273101,26
DESM_BB_SP_0210,Ammonium,2001,0.132917,26
DESM_DEBY_2138,Secchi depth,2001,4.45,6
SE711900-175034,Total organic carbon (TOC),2001,12.6,12
SIP54380,Nitrate,2001,11.3,1
FRBSS000PTKJ,Nitrate,2001,27.2,2
CZPOH_1008,Nitrite,2001,0.03,12
EESJA9741000,Phosphate,2001,0.030333,12
FISW_778,Total organic carbon (TOC),2001,6.1,10
ATPG70333012,Nitrite,2001,0.01,1
ES091R0418,BOD5,2001,3.88333,12
SE652205-130917,Ammonium,2001,0.024685,12
DESM_DENI_48892026,Nitrite,2001,0.055,25
ATPG32100992,Nitrate,2001,10.375,1
FRHR03030000,Nitrate,2001,4.540289,12
FRDR06175600,Nitrate,2001,0.363715,2
PT391T33,Nitrate,2001,131.57,1
ES091R0270,BOD5,2001,2.99167,12
SKS727493,Nitrite,2001,0.005,2
PL02S0501_0741,Nitrite,2001,0.0089,12
NO212-38518,Phosphate,2001,0.013667,12
PL01S1001_1486,Ammonium,2001,0.243149,12
RSRW00018,Ammonium,2001,1.851576,11
FRBSS001CSSK,Nitrate,2001,6.925,4
FRGR04154050,Total phosphorus,2001,0.2479,2
PL02S0101_0456,Ammonium,2001,0.069557,26
PL01S0801_1361,BOD5,2001,2.425,12
ATKK31400092,Nitrite,2001,0.01,1
SKS603093,Nitrite,2001,0.008125,4
PT354T38,Nitrate,2001,3.48,2
CZPOD_1152,Nitrate,2001,2.310096,12
FRBSS000MVCE,Nitrate,2001,2.0,2
SE656203-133484,Ammonium,2001,0.014091,12
ATPG54101152,Nitrate,2001,1.0,1
FRDR06123250,Total phosphorus,2001,0.6211,3
PL01S0701_1133,Nitrate,2001,3.411842,12
DESM_HE_214,Ammonium,2001,0.069956,22
EESJA4385000,Nitrite,2001,0.006,6
SE713404-172465,Total organic carbon (TOC),2001,8.875,4
ES091R0443,BOD5,2001,4.15833,12
SII14000,Phosphate,2001,0.02,1
FRBSS000FXHA,Nitrate,2001,35.3,3
CZPOH_1001,Phosphate,2001,0.04,12
FRBSS000AJYZ,Nitrate,2001,0.5,2
PL01S0801_1360,Chlorophyll a,2001,9.62,5
SKS720292,Ammonium,2001,0.05,2
SE617263-135608,Nitrate,2001,1.1764,24
SKIDK115,BOD5,2001,3.0142,12
SE730224-165025,Ammonium,2001,0.007595,16
SE628877-132040,Nitrate,2001,0.3712,12
EESJA5293000,Nitrate,2001,17.933333,3
IT05229,BOD5,2001,2.92308,13
ATPG31700062,Nitrite,2001,0.01,1
FISW_925,Secchi depth,2001,1.6,1
FRFR05183900,Phosphate,2001,0.0163,5
CZPP0456,Nitrate,2001,4.35,2
SE669587-134006,Phosphate,2001,0.00175,4
DEGM_DERP_2664170400,Nitrate,2001,8.85,2
FISW_410,Nitrate,2001,0.202,2
ES060ESPFMA234,Nitrate,2001,1.386498,8
BERWE051_4072003,Ammonium,2001,0.01,1
DESM_HE_214,Phosphate,2001,0.122,23
DEGM_BB_33427350,Ammonium,2001,2.565,2
CZVB9754,Nitrite,2001,0.0318,2
SE726381-152328,Phosphate,2001,0.00125,4
EESJA5258000,Ammonium,2001,0.020487,12
FISW_21,Total organic carbon (TOC),2001,3.9,5
FISW_942,Total organic carbon (TOC),2001,4.4,1
FISW_33,Nitrate,2001,0.028,1
ES020ESPF004300041,Nitrate,2001,1.177649,4
FISW_689,Ammonium,2001,0.103935,2
FISW_401,Ammonium,2001,0.025984,4
CZPP0784,Ammonium,2001,0.05,2
FRFR05125000,Nitrate,2001,3.514246,12
FISW_160,Total phosphorus,2001,0.011,3
FISW_2,Nitrate,2001,0.019,4
SKS724893,Nitrite,2001,0.005,2
DEGM_DERP_2377230900,Nitrate,2001,5.55,2
FISW_1018,Phosphate,2001,0.0049,27
IT10TVR4,Phosphate,2001,0.01304,12
CZVP7215,Ammonium,2001,1.505,2
IEMRRS28C021400,Nitrate,2001,1.750073,4
ES050ESPF10615,BOD5,2001,2.08333,12
SE659105-133982,Ammonium,2001,0.042474,4
NO026-38526,Total organic carbon (TOC),2001,1.8,1
FRBSS001ZXPR,Nitrate,2001,3.166667,3
ATPG70323012,Nitrate,2001,15.45,1
ATPG61012202,Nitrite,2001,0.005,1
ATPG70321012,Ammonium,2001,0.01,1
FISW_196,Total phosphorus,2001,0.053,8
CZPVL_1065,Chlorophyll a,2001,5.95,12
FISW_405,Phosphate,2001,0.019,3
FISW_594,Nitrate,2001,0.198,2
CZPOH_1034,Phosphate,2001,0.04,12
AT337493,Nitrate,2001,42.475,1
FISW_495,Secchi depth,2001,2.4,2
PL02S1401_1381,Nitrite,2001,0.0191,22
CZPP0346,Ammonium,2001,0.05,2
SE721000-174904,Ammonium,2001,0.099638,12
SKP001261,Nitrate,2001,9.33,1
LTR50,Ammonium,2001,0.079051,12
FISW_684,Secchi depth,2001,1.1,3
FRFR05107000,Nitrite,2001,0.0404,11
FRBSS001QNEP,Nitrate,2001,28.5,2
FRBSS000FTEG,Nitrate,2001,2.0,1
ES030ESPFTA53405004,Nitrite,2001,0.261821,4
ATFW21531177,Total organic carbon (TOC),2001,0.708333,12
DESM_BWU51,Nitrate,2001,4.376332,26
SE708979-170865,Nitrate,2001,0.0442,11
ATPG30800642,Nitrate,2001,35.775,1
FISW_481,Secchi depth,2001,5.328,7
HU101179217,Phosphate,2001,1.1579,25
FRBSS002NDFA,Nitrate,2001,9.925,4
RO51900,Nitrate,2001,1.130047,12
EESJA9316000,Phosphate,2001,0.043,6
HU101179480,Nitrite,2001,0.0364,25
FRBSS002HDEJ,Nitrate,2001,3.275,4
ATPG80410152,Nitrite,2001,0.01,1
ATPG31200212,Nitrite,2001,0.005,1
FRBSS000VDFB,Nitrate,2001,16.183333,6
FRBSS001EUMJ,Nitrate,2001,46.072222,18
CHRW-1339,Phosphate,2001,0.0202,106
FRBSS001CQAW,Nitrate,2001,31.32,5
PL01S0601_0996,Chlorophyll a,2001,14.0545,11
FISW_92,Total organic carbon (TOC),2001,21.8667,15
HU102169901,Phosphate,2001,0.048833,6
SE652177-159038,Total organic carbon (TOC),2001,11.225,4
SE660688-164478,Total phosphorus,2001,0.014,4
FRBSS000XWVU,Nitrate,2001,42.0,1
FRBSS001NHHQ,Nitrate,2001,2.804,5
PT342T105,Nitrate,2001,0.44,1
IT0801000200,Total phosphorus,2001,0.121667,12
ATPG70321052,Nitrite,2001,0.01,1
HU101178885,BOD5,2001,4.0916,24
ES050ESPF51302,BOD5,2001,2.915,2
LTR23,Phosphate,2001,0.0397,12
ATKK40717012,Ammonium,2001,0.005,1
ATPG32400542,Nitrite,2001,0.0225,1
FISW_764,Ammonium,2001,0.011793,4
RO130200,Ammonium,2001,0.202154,12
FRBSS001BAUD,Nitrate,2001,25.6,3
CZPB0371,Nitrate,2001,169.75,2
ATFW61400147,Phosphate,2001,0.042942,12
EESJA2802000,Nitrite,2001,0.0018,4
FISW_952,Total organic carbon (TOC),2001,9.4,4
FRGR04003500,Chlorophyll a,2001,4.2849,3
DESM_DEBY_2097,Total phosphorus,2001,0.0078,5
FRBSS001WDRG,Nitrate,2001,4.55,2
FISW_41,Nitrate,2001,0.032,2
DESM_DEBY_4172,Ammonium,2001,0.059963,26
SE647577-129929,Phosphate,2001,0.003,12
FRDR06162000,Nitrite,2001,0.0099,2
FISW_933,Secchi depth,2001,1.9,1
ESCHC2136,BOD5,2001,1.49167,12
ATPG54100712,Nitrate,2001,9.6575,1
SKS602992,Nitrate,2001,10.22,4
SE672117-145779,Ammonium,2001,0.012192,12
EESJA5960000,Nitrate,2001,2.899321,12
ATPG40426012,Ammonium,2001,0.005,1
EESJA5321000,Nitrate,2001,0.296012,5
DESM_DEST_410720_A,Nitrate,2001,0.700029,26
SE628120-132365,Ammonium,2001,0.06476,12
SKP001261,Ammonium,2001,0.01,1
ATPG61040102,Ammonium,2001,0.01,1
PL02S1401_1280,Nitrite,2001,0.154701,12
FISW_947,Phosphate,2001,0.0082,21
SE703055-166572,Phosphate,2001,0.0032,11
FRFR05219000,BOD5,2001,2.3691,6
FRBSS000SDUW,Nitrate,2001,6.1,6
ES030ESPFTA50905004,Nitrite,2001,0.010473,5
SKS731291,Ammonium,2001,0.0275,2
NO076-38550,Ammonium,2001,0.005431,1
ATPG70321022,Ammonium,2001,0.01,1
BG1YN04111MS050,Nitrite,2001,0.037,12
ATFW61300307,Total organic carbon (TOC),2001,2.91667,12
IT09S1271,Total phosphorus,2001,0.183333,12
FISW_742,Total phosphorus,2001,0.0155,26
ATPG32100102,Ammonium,2001,0.01,1
FRFR05128000,Phosphate,2001,0.0726,11
FRBSS002LAVB,Nitrate,2001,1.0,4
SE649673-151838,Nitrate,2001,0.276,12
ES091R0322,Nitrate,2001,4.611692,2
ATPG30800102,Ammonium,2001,0.01,1
LVE0230100,Ammonium,2001,0.042474,8
LTL39,Total phosphorus,2001,0.0127,2
SE728095-175926,Ammonium,2001,0.020987,4
FRGR04102400,Ammonium,2001,0.060862,7
ATPG30600202,Nitrite,2001,0.005,1
BEVL_VMM_91000,BOD5,2001,0.611111,18
BG3MA00215MS0100,BOD5,2001,12.306,12
FRDR06580316,Ammonium,2001,0.027283,4
FRHR03101000,Nitrate,2001,2.865019,9
PT319T72,Ammonium,2001,0.01,1
ATKK61101012,Ammonium,2001,0.01,1
FRBSS001KSWL,Nitrate,2001,1.0,5
IT0513,Total phosphorus,2001,0.03125,12
CZVP7714,Nitrite,2001,0.02405,2
PL02S1401_1383,Phosphate,2001,0.0913,12
SE638725-146677,Ammonium,2001,0.03273,4
FISW_612,Nitrate,2001,0.075003,1
ATPG60107402,Nitrite,2001,0.005,1
BG4ME00491MS025,Nitrate,2001,0.817034,12
SE632515-146675,Chlorophyll a,2001,1.725,4
IT0801000200,Ammonium,2001,0.138009,12
CZPVL_1041,Total phosphorus,2001,0.06,12
FISW_195,Nitrate,2001,0.151,2
ES020ESPF004300042,BOD5,2001,6.84167,12
IT05193,Nitrate,2001,0.415505,12
SE726410-175525,Ammonium,2001,0.035778,12
FRDR06109100,Nitrate,2001,0.933339,6
CZVP7214,Ammonium,2001,0.05,2
CZPP0744,Nitrate,2001,26.2,2
PL01S1501_1761,Nitrite,2001,0.0583,12
SIP54101,Ammonium,2001,0.04,1
ATPG60613162,Nitrite,2001,0.005,1
IEMRRS24D020400,Ammonium,2001,0.183494,10
FRDR06150800,Nitrate,2001,0.256811,5
ES050ESPF50702,Ammonium,2001,2.641557,7
FRBSS001MPFQ,Nitrate,2001,0.5,2
FRBSS001NUZH,Nitrate,2001,22.666667,3
PL02S1401_1273,Nitrate,2001,7.680319,14
FISW_191,Ammonium,2001,0.078951,2
ES030ESPFTA51401002,Nitrite,2001,0.040239,11
FISW_27,Ammonium,2001,0.004997,14
ATFW73290907,Nitrate,2001,0.532355,12
RO127000,Ammonium,2001,1.65611,12
FRFR05117000,Ammonium,2001,0.812395,6
FRDR06003600,Nitrate,2001,1.466461,12
FISW_506,Secchi depth,2001,3.475,8
PL01S1601_1955,BOD5,2001,3.45,12
DK114-1421-11,Nitrite,2001,0.093,1
EESJA3413000,BOD5,2001,1.738533,12
CZVP7506,Nitrite,2001,0.02,2
ES020ESPF004300087,Nitrate,2001,0.147206,1
FISW_135,Ammonium,2001,0.105235,16
ES020ESPF004300099,Nitrate,2001,0.873461,4
FISW_749,Total organic carbon (TOC),2001,7.275,12
FRBSS001LYAN,Nitrate,2001,1.0,5
PL08S0301_0159,BOD5,2001,3.0667,24
DESM_DEBY_11938,Total organic carbon (TOC),2001,1.5,26
DESM_DENI_48132055,Nitrate,2001,5.800241,26
FRBSS002LGJG,Nitrate,2001,43.34,10
FISW_2,Total phosphorus,2001,0.0115,4
BG4ST00641MS770,Phosphate,2001,0.430646,12
EESJA4385000,Phosphate,2001,0.028167,6
DEGM_HE_12096,Ammonium,2001,0.09,1
SE642140-140640,Ammonium,2001,0.011493,4
FRFR05118000,Ammonium,2001,0.122224,2
EESJA3204000,Nitrite,2001,0.0148,6
SE644987-152393,Total phosphorus,2001,0.01425,4
LVG2050100,Phosphate,2001,0.0332,10
SKS720292,Nitrite,2001,0.06,2
RO7080,BOD5,2001,4.7,12
FRBSS001FWTC,Nitrate,2001,23.0875,8
ATPG60611072,Nitrite,2001,0.01,1
ATPG40301072,Nitrite,2001,0.005,1
PT602F35,Nitrite,2001,0.01,1
FRFR05049000,Nitrate,2001,1.284653,12
ES010ESPFMS003FQ,Nitrate,2001,0.599865,15
SE663116-160415,Nitrate,2001,1.6264,12
CZVP7207,Nitrite,2001,0.1445,2
FISW_751,Ammonium,2001,0.040775,15
FISW_524,Phosphate,2001,0.003,3
FRFR05220000,BOD5,2001,2.519,6
IT0595,Total phosphorus,2001,0.05125,12
ES020ESPF004300105,BOD5,2001,3.5,1
PL02S1301_1134,Nitrate,2001,2.303396,24
ATPG10002712,Nitrite,2001,0.01,1
FRFR05156950,Nitrate,2001,7.045193,14
ATFW73190407,Ammonium,2001,0.19014,12
FRDR06071000,Ammonium,2001,0.132418,2
ATPG70324032,Ammonium,2001,0.01,1
PL07S0801_0084,Nitrite,2001,0.0127,23
FRFR05084000,Total phosphorus,2001,0.0982,11
FISW_2570,Total phosphorus,2001,0.0693,4
HU101179479,Phosphate,2001,0.0453,27
RO50400,Nitrite,2001,0.094241,12
HU101179550,Chlorophyll a,2001,3.55,26
RO91600,Phosphate,2001,0.131,12
FISW_4280,Nitrate,2001,0.0683,11
CZVP8460,Nitrate,2001,1.05,2
IT09S1253,Total phosphorus,2001,0.843333,3
DESM_DESN_OBF00200,Nitrate,2001,3.900162,26
SE729186-178575,Total phosphorus,2001,0.0066,12
PT163C115,Nitrate,2001,12.605,2
FISW_471,Total organic carbon (TOC),2001,6.3,1
ES020ESPF004300031,Ammonium,2001,0.195528,12
FISW_133,Phosphate,2001,0.141,14
FRGR04015300,Chlorophyll a,2001,4.1784,8
BERWE051_3944005,Nitrite,2001,0.02,1
DESM_NW006002,Nitrite,2001,0.073,13
LVE0300100,Phosphate,2001,0.0166,4
FISW_171,Total organic carbon (TOC),2001,9.15,1
DESM_DEBY_21142,Phosphate,2001,0.137,26
NO243-40823,Total organic carbon (TOC),2001,0.93,1
FISW_920,Nitrate,2001,0.067,2
FISW_403,Chlorophyll a,2001,36.0,3
ATPG91100112,Nitrate,2001,179.775,1
LVV0100100,Phosphate,2001,0.0347,9
DEGM_SH_4522,Nitrate,2001,25.964355,2
CZPMO_1201,Chlorophyll a,2001,7.07,12
BERWE051_4051003,Nitrite,2001,0.02,1
FRFR05095000,Ammonium,2001,0.045772,5
SKS600591,Ammonium,2001,0.175,2
ES020ESPF004300118,Nitrate,2001,0.48072,1
ATPG54100712,Nitrite,2001,0.01,1
FRGR04155500,Phosphate,2001,0.0926,12
PL08S0301_0159,Ammonium,2001,0.097439,24
FISW_524,Nitrate,2001,0.081,3
ATKK61101032,Nitrite,2001,0.005375,1
NO247-41467,Dissolved organic carbon (DOC),2001,2.3,2
FISW_950,Phosphate,2001,0.0053,4
FRDR06213000,BOD5,2001,1.2045,10
ATPG32300112,Nitrate,2001,20.3,1
SE663220-139381,Nitrate,2001,0.03575,4
FRBSS000RDKJ,Nitrate,2001,112.5,2
ATPG30100072,Nitrate,2001,7.96,1
ATPG32300062,Nitrite,2001,0.01,1
FRBSS000HNJW,Nitrate,2001,18.514286,7
ES050ESPF10705,Ammonium,2001,1.815351,11
CZPOD_1152,Total organic carbon (TOC),2001,7.7,12
ATPG32400102,Ammonium,2001,0.01,1
ATFW31100057,Total organic carbon (TOC),2001,7.20917,6
DESM_DEBY_2322,Phosphate,2001,0.02,26
FRER06217500,Chlorophyll a,2001,3.7117,2
FRHR03101000,Ammonium,2001,0.105834,9
ATPG92200572,Nitrite,2001,0.008,1
RSRW00018,Nitrate,2001,0.725485,11
FRGR04216000,Phosphate,2001,0.0528,16
BERW_04770,Phosphate,2001,0.0331,13
ATPG92200382,Nitrite,2001,0.008,1
FISW_556,Total organic carbon (TOC),2001,1.6,1
CZVP7526,Nitrate,2001,8.45,2
PL02S0501_0858,BOD5,2001,2.975,12
FRDR06100000,Phosphate,2001,0.0358,3
IT09S1221,Phosphate,2001,0.00489,10
ATFW52220197,Total phosphorus,2001,0.014197,12
PL01S0201_0818,Phosphate,2001,0.1167,26
CZPB0024,Nitrite,2001,0.005,2
SE740810-178405,Nitrate,2001,0.0394,12
SE666294-137309,Nitrate,2001,0.0687,12
RSRW00031,Phosphate,2001,0.141909,11
ATFW40502017,BOD5,2001,1.33636,11
SE671742-158974,Total phosphorus,2001,0.0162,12
FRGR04132500,Ammonium,2001,0.100038,18
FRFR05008000,Phosphate,2001,0.0763,13
FISW_420,Total phosphorus,2001,0.011,2
DESM_BWU47,Total phosphorus,2001,0.19,26
FISW_1447,Total phosphorus,2001,0.021,1
FRAR01032000,Ammonium,2001,0.253942,9
RO105700,Ammonium,2001,1.197375,12
FISW_1599,Total phosphorus,2001,0.014,6
FISW_178,Ammonium,2001,0.01599,9
FRDR06202000,BOD5,2001,2.6028,12
ES020ESPF004300040,Nitrite,2001,0.054746,12
IEMRRS15N020100,Ammonium,2001,0.042973,5
PL01S1601_1918,Nitrate,2001,0.446219,24
FISW_872,Total phosphorus,2001,0.025,17
DESM_BB_HV_0110,Nitrate,2001,2.018934,26
FRBSS000USZN,Nitrate,2001,2.6,2
PL01S1101_1619,BOD5,2001,5.4667,12
BG1OG00733MS150,Nitrite,2001,0.005,2
SIV2199,Ammonium,2001,0.038796,3
IT03N00813IR1,Ammonium,2001,0.044177,11
LVV0560200,Nitrite,2001,0.0103,10
ATKK32000222,Nitrite,2001,0.005,1
NO196-38554,Phosphate,2001,0.002,1
FRFR05169000,Phosphate,2001,0.1118,6
DESM_BWU01,Nitrite,2001,0.01,13
ATPG53100172,Ammonium,2001,0.01,1
FRBSS000HPNC,Nitrate,2001,33.142857,7
FRBSS000AKTX,Nitrate,2001,28.0,2
CZPP0533,Ammonium,2001,0.05,2
FRB1R02109000,Phosphate,2001,0.0509,15
ES080ESPFES080-JU081,BOD5,2001,0.363636,11
ATPG61025262,Nitrite,2001,0.015875,1
PT317T235,Nitrite,2001,0.01,1
PL02S1401_1238,Total phosphorus,2001,0.2967,12
BERW_04800,Nitrite,2001,0.01,13
LVD4760100,Total phosphorus,2001,0.0738,10
IT05218,Nitrate,2001,0.251344,12
FISW_475,Secchi depth,2001,3.14,5
ATPG53200112,Nitrate,2001,3.5775,1
CZPO4008,Ammonium,2001,0.05,2
PL02S1401_1273,Ammonium,2001,1.229935,14
FISW_495,Chlorophyll a,2001,3.7,1
SE713131-144608,Ammonium,2001,0.011993,4
ES050ESPF10705,BOD5,2001,6.15583,12
FISW_236,Phosphate,2001,0.004,2
FISW_916,Secchi depth,2001,3.242,7
FISW_689,Chlorophyll a,2001,16.333,3
FISW_4278,Secchi depth,2001,2.54,5
CZVB0295,Nitrite,2001,0.0094,2
DESM_DEST_420345_A,Chlorophyll a,2001,22.275,4
FISW_993,Phosphate,2001,0.0343,4
HU101179055,Nitrite,2001,0.0415,20
SKS603392,Ammonium,2001,0.01625,4
DEGM_DEMV_19380005,Nitrate,2001,0.155,2
FISW_680,Secchi depth,2001,1.816,6
FRDR06006900,Total phosphorus,2001,0.0244,3
FISW_4277,Total phosphorus,2001,0.0629,22
FRGR04133000,Nitrate,2001,5.427426,12
PT348T20,Nitrite,2001,0.006,2
FRBSS001ASFG,Nitrate,2001,27.0,5
SIV6210,Phosphate,2001,0.083333,6
IEMRRS18B021900,BOD5,2001,1.11667,12
CZVP7712,Nitrate,2001,1.0,2
FISW_685,Total organic carbon (TOC),2001,9.35,1
LVG3030100,Phosphate,2001,0.0191,10
CZPP0300,Nitrite,2001,0.005,2
CZVP7508,Ammonium,2001,0.05,2
FISW_26,Phosphate,2001,0.0013,4
EESJA8127000,Total phosphorus,2001,0.0603,12
FRFR05130000,Total phosphorus,2001,0.1279,11
ATPG31300182,Nitrate,2001,40.075,1
FISW_590,Phosphate,2001,0.001,2
DEGM_DESN_52456001,Nitrate,2001,14.9,2
FISW_584,Ammonium,2001,0.006996,2
SIV9300,Total phosphorus,2001,0.02,3
FRBSS002BDAK,Nitrate,2001,0.25,1
DEGM_DERP_2547100800,Nitrate,2001,13.25,2
ATPG54100282,Nitrate,2001,4.61,1
BEVL_VMM_6000,BOD5,2001,2.63636,11
CZVP7615,Nitrate,2001,1.0,2
FISW_987,Total phosphorus,2001,0.009,2
FISW_31,Secchi depth,2001,3.2,1
BG1IS00099MS260,Ammonium,2001,0.01555,4
FRBSS000LGAE,Nitrate,2001,40.15,2
ATPG60656302,Nitrite,2001,0.01,1
ATPG31600042,Nitrate,2001,84.15,1
DESM_DESL1620,Nitrite,2001,0.093001,30
DESM_NW805180,Nitrate,2001,5.816242,31
ATKK40903012,Nitrite,2001,0.005,1
FISW_84,Nitrite,2001,0.0023,6
FRDR06118000,Ammonium,2001,1.499967,4
FRGR04030000,Total phosphorus,2001,0.1168,10
PL01S0301_0923,BOD5,2001,2.4692,26
PL07S0801_0071,Chlorophyll a,2001,5.75,4
CZVP7221,Nitrate,2001,1.0,2
SE749870-169055,Nitrate,2001,0.0379,12
HU101178265,Nitrate,2001,2.136289,27
IEMRRS01F010900,Nitrate,2001,0.083022,4
PL02S1401_1273,BOD5,2001,5.5214,14
CZVP8425,Ammonium,2001,0.05,2
ESCHC2019,Nitrate,2001,0.661278,4
NO001-41071,Total organic carbon (TOC),2001,8.433333,3
FRDR06194800,Nitrite,2001,0.102801,3
ATPG30600152,Ammonium,2001,0.01,1
FRBSS000LXMZ,Nitrate,2001,34.1,2
FRDR06093900,Nitrate,2001,1.521763,12
ATPG31200452,Nitrate,2001,67.8,1
EESJA1321000,Nitrite,2001,0.01,4
LTL48,BOD5,2001,2.499997,1
FRFR05169000,Ammonium,2001,0.152705,4
FISW_1571,Secchi depth,2001,4.2,1
FISW_818,Total phosphorus,2001,0.0245,4
LTR79,Nitrate,2001,1.353356,12
ATFW31100057,Total phosphorus,2001,0.251892,6
IT09S1268,Phosphate,2001,0.027167,3
FRBSS000YMAX,Nitrate,2001,12.666667,3
FISW_609,Secchi depth,2001,3.95,2
DESM_DENI_36912024,Total phosphorus,2001,0.17,26
DESM_HE_214,Total phosphorus,2001,0.203,23
CZPP0359,Nitrite,2001,0.012655,2
SKS000713,Nitrite,2001,0.05,1
PL02S0501_0753,Ammonium,2001,0.141612,12
HU101179228,Nitrate,2001,1.140747,26
CZVB9755,Nitrate,2001,1.0,2
LTR43,Phosphate,2001,0.0394,12
BEVL_VMM_499500,Nitrite,2001,0.150001,17
PL07S0802_0001,Phosphate,2001,0.01,8
EESJA9900000,Ammonium,2001,0.082449,12
RO12520,Ammonium,2001,0.746416,12
FRDR06206000,Nitrate,2001,0.974041,12
ATKK31400112,Nitrite,2001,0.005,1
FISW_945,BOD5,2001,1.438964,13
ES091R0795,BOD5,2001,5.64167,12
ATPG60609312,Nitrite,2001,0.01,1
ATPG53100062,Nitrate,2001,5.7925,1
SKS601293,Nitrate,2001,6.6075,4
DEGM_DENW_100150020,Nitrate,2001,2.215,1
EESJA4385000,Nitrate,2001,0.693329,6
ATPG30800332,Ammonium,2001,0.01,1
SE644987-152393,Chlorophyll a,2001,5.625,4
ATPG54100882,Nitrate,2001,8.0225,1
FISW_110,Chlorophyll a,2001,4.6,1
FISW_596,Nitrate,2001,0.256,2
CZVP7213,Ammonium,2001,0.415,2
FRBSS000XWTM,Nitrate,2001,22.575,2
IT0819000200,BOD5,2001,0.954545,11
DESM_NW318103,Phosphate,2001,0.088,12
ATPG20817062,Nitrite,2001,0.00328,1
BERW_02280,Nitrate,2001,5.77174,13
EESJA6793000,Secchi depth,2001,2.1,2
PL01S1101_1619,Nitrite,2001,0.0491,12
ATPG53100082,Nitrate,2001,7.35,1
CZPVL_1070,BOD5,2001,3.37,11
ITI027_012_SS_4_T_A,BOD5,2001,4.41,7
ATPG32100372,Nitrite,2001,0.01075,1
PT454T525,Nitrate,2001,4.16,1
FRHR03235250,Total phosphorus,2001,0.1038,11
PL02S0501_0694,Phosphate,2001,0.1934,12
FISW_1509,Ammonium,2001,0.013092,7
EESJA5258000,Total phosphorus,2001,0.0387,12
SE615899-136823,Total phosphorus,2001,0.093,4
CZPLA_9,Phosphate,2001,0.14,12
FRHR03235250,Nitrate,2001,5.427126,11
FISW_1571,Ammonium,2001,0.01599,2
FISW_691,Nitrite,2001,0.011,1
SE658566-131495,Nitrate,2001,0.0935,4
ATFW40505037,Phosphate,2001,0.1136,10
FRCR02004000,Nitrite,2001,0.0419,25
