countryCode,monitoringSiteIdentifier,waterBodyIdentifier,waterBodyName,specialisedZoneType,lon,lat,statusCode
IT,IT020433VA1,IT020433VA,TORRENT GRAND EYVIA,riverWaterBody,7.39589,45.59394,stable
IT,IT020434VA1,IT020434VA,TORRENT GRAND EYVIA,riverWaterBody,7.34206,45.61467,stable
IT,IT020435VA1,IT020435VA,TORRENT GRAND EYVIA,riverWaterBody,7.3079,45.63692,stable
IT,IT020436VA1,IT020436VA,TORRENT GRAND EYVIA,riverWaterBody,7.23137,45.66351,stable
IT,IT020437VA1,IT020437VA,TORRENT GRAND EYVIA,riverWaterBody,7.23506,45.70359,stable
IT,IT020440281VA1,IT020440281VA,DOIRE DE RHEMES,riverWaterBody,7.08494,45.51314,stable
IT,IT020440282VA2,IT020440282VA,DOIRE DE RHEMES,riverWaterBody,7.11208,45.5552,stable
IT,IT020440283VA1,IT020440283VA,DOIRE DE RHEMES,riverWaterBody,7.13598,45.60217,stable
IT,IT020440284VA1,IT020440284VA,DOIRE DE RHEMES,riverWaterBody,7.15867,45.66225,stable
IT,IT020440285VA1,IT020440285VA,DOIRE DE RHEMES,riverWaterBody,7.18483,45.6882,stable
IT,IT020441VA1,IT020441VA,TORRENT SAVARA,riverWaterBody,7.20254,45.52264,stable
IT,IT020443VA1,IT020443VA,TORRENT SAVARA,riverWaterBody,7.20639,45.59226,stable
IT,IT020444VA1,IT020444VA,TORRENT SAVARA,riverWaterBody,7.2001,45.6092,stable
IT,IT020445VA1,IT020445VA,TORRENT SAVARA,riverWaterBody,7.20222,45.6477,stable
IT,IT020446VA1,IT020446VA,TORRENT SAVARA,riverWaterBody,7.19375,45.69206,stable
IT,IT020447VA1,IT020447VA,TORRENT SAVARA,riverWaterBody,7.20196,45.70004,stable
IT,IT020450251VA1,IT020450251VA,TORRENT DE GRAND ALPE,riverWaterBody,7.01932,45.59087,stable
IT,IT020450301VA1,IT020450301VA,TORRENT DE PLANAVAL,riverWaterBody,7.08089,45.67113,stable
IT,IT020451VA1,IT020451VA,DOIRE DE VALGRISENCHE,riverWaterBody,7.02201,45.55738,stable
IT,IT020455VA1,IT020455VA,DOIRE DE VALGRISENCHE,riverWaterBody,7.14648,45.69167,stable
IT,IT020456VA1,IT020456VA,DOIRE DE VALGRISENCHE,riverWaterBody,7.16185,45.70369,stable
IT,IT020521VA1,IT020521VA,TORRENT LANTANEY,riverWaterBody,7.07608,45.73096,stable
IT,IT020552VA1,IT020552VA,TORRENT D'ARPY,riverWaterBody,7.03511,45.75562,stable
IT,IT020560012VA1,IT020560012VA,TORRENT DU RUITOR,riverWaterBody,6.96105,45.6979,stable
IT,IT020560013VA1,IT020560013VA,TORRENT DU RUITOR,riverWaterBody,6.95037,45.71179,stable
IT,IT020561VA1,IT020561VA,DOIRE DE LA THUILE,riverWaterBody,6.90119,45.70563,stable
IT,IT020561VA1,IT020561VA,DOIRE DE LA THUILE,riverWaterBody,6.90119,45.70563,stable
IT,IT020562VA1,IT020562VA,DOIRE DE LA THUILE,riverWaterBody,6.93985,45.7118,stable
IT,IT020563VA1,IT020563VA,DOIRE DE LA THUILE,riverWaterBody,6.95971,45.73419,stable
IT,IT020564VA1,IT020564VA,DOIRE DE LA THUILE,riverWaterBody,6.98872,45.76249,stable
IT,IT020570081VA1,IT020570081VA,DOIRE DE VAL FERRET,riverWaterBody,7.04696,45.86905,stable
IT,IT020570081VA1,IT020570081VA,DOIRE DE VAL FERRET,riverWaterBody,7.04696,45.86905,stable
IT,IT020570081VA2,IT020570081VA,DOIRE DE VAL FERRET,riverWaterBody,6.98846,45.83103,stable
IT,IT020570081VA2,IT020570081VA,DOIRE DE VAL FERRET,riverWaterBody,6.98846,45.83103,stable
IT,IT020570082VA1,IT020570082VA,DOIRE DE VAL FERRET,riverWaterBody,6.96235,45.80982,stable
IT,IT020570082VA1,IT020570082VA,DOIRE DE VAL FERRET,riverWaterBody,6.96235,45.80982,stable
IT,IT020570092VA1,IT020570092VA,TORRENT DE TSAPY,riverWaterBody,6.9689,45.79903,stable
IT,IT0205VA1,IT0205VA,DORA BALTEA,riverWaterBody,7.04216,45.75273,stable
IT,IT020612VA1,IT020612VA,TORRENT COLOMBAZ,riverWaterBody,7.04668,45.75415,stable
IT,IT020651VA1,IT020651VA,TORRENT VERTOSAN,riverWaterBody,7.12465,45.72422,stable
IT,IT020691VA1,IT020691VA,TORRENT DE VETAN,riverWaterBody,7.20529,45.70722,stable
IT,IT020701VA1,IT020701VA,TORRENT DE VERROGNE,riverWaterBody,7.21488,45.72049,stable
IT,IT020702VA1,IT020702VA,TORRENT DE VERROGNE,riverWaterBody,7.21494,45.70649,stable
IT,IT020711VA1,IT020711VA,TORRENT DE CLUSELLAZ,riverWaterBody,7.25064,45.72685,stable
IT,IT020712VA1,IT020712VA,TORRENT DE CLUSELLAZ,riverWaterBody,7.26098,45.7181,stable
IT,IT020751VA1,IT020751VA,TORRENT CLOU NEUF,riverWaterBody,7.2756,45.75191,stable
IT,IT020752VA1,IT020752VA,TORRENT CLOU NEUF,riverWaterBody,7.28773,45.73166,stable
IT,IT020760010071VA1,IT020760010071VA,TORRENT DU GRAND-SAINT-BERNARD,riverWaterBody,7.18653,45.82269,stable
IT,IT020760011VA1,IT020760011VA,TORRENT ARTANAVAZ,riverWaterBody,7.16995,45.81796,stable
IT,IT020760012VA1,IT020760012VA,TORRENT ARTANAVAZ,riverWaterBody,7.22712,45.81976,stable
IT,IT020760013VA1,IT020760013VA,TORRENT ARTANAVAZ,riverWaterBody,7.30622,45.78715,stable
IT,IT020760041VA1,IT020760041VA,TORRENT BUTHIER D'OLLOMONT,riverWaterBody,7.3069,45.87797,stable
IT,IT020760043VA1,IT020760043VA,TORRENT BUTHIER D'OLLOMONT,riverWaterBody,7.30239,45.86216,stable
IT,IT020760043VA2,IT020760043VA,TORRENT BUTHIER D'OLLOMONT,riverWaterBody,7.32353,45.82239,stable
IT,IT020760050111VA1,IT020760050111VA,TORRENT DE GRAND CHAMIN,riverWaterBody,7.4558,45.88861,stable
IT,IT020762VA1,IT020762VA,TORRENT BUTHIER,riverWaterBody,7.45219,45.88317,stable
IT,IT020763VA1,IT020763VA,TORRENT BUTHIER,riverWaterBody,7.35232,45.82962,stable
IT,IT020764VA1,IT020764VA,TORRENT BUTHIER,riverWaterBody,7.30885,45.79304,stable
IT,IT020765VA1,IT020765VA,TORRENT BUTHIER,riverWaterBody,7.32011,45.75372,stable
IT,IT020766VA1,IT020766VA,TORRENT BUTHIER,riverWaterBody,7.34012,45.73173,stable
IT,IT020792VA1,IT020792VA,TORRENT DU CHATEAU DE QUART,riverWaterBody,7.39073,45.74143,stable
IT,IT020802VA1,IT020802VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.51992,45.80641,stable
IT,IT020802VA1,IT020802VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.51992,45.80641,stable
IT,IT020802VA2,IT020802VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.48765,45.78714,stable
IT,IT020803VA1,IT020803VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.45775,45.74951,stable
IT,IT020804VA1,IT020804VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.4595,45.73625,stable
IT,IT020804VA1,IT020804VA,TORRENT DE SAINT-BARTH?LEMY,riverWaterBody,7.4595,45.73625,stable
IT,IT020821VA1,IT020821VA,TORRENT DE CR?TAZ,riverWaterBody,7.51979,45.74352,stable
IT,IT020850021VA1,IT020850021VA,TORRENT DE PETIT MONDE,riverWaterBody,7.56582,45.84968,stable
IT,IT020850022VA1,IT020850022VA,TORRENT DE PETIT MONDE,riverWaterBody,7.58725,45.82137,stable
IT,IT020850042VA1,IT020850042VA,TORRENT DE TSIGNANAZ,riverWaterBody,7.6105,45.86543,stable
IT,IT020850151VA1,IT020850151VA,TORRENT DE CHAMOIS,riverWaterBody,7.60569,45.83421,stable
IT,IT020850181VA1,IT020850181VA,TORRENT DE PROMIOD,riverWaterBody,7.60133,45.77227,stable
IT,IT020851VA1,IT020851VA,TORRENT MARMORE,riverWaterBody,7.63928,45.93609,stable
IT,IT020852VA1,IT020852VA,TORRENT MARMORE,riverWaterBody,7.63318,45.9345,stable
IT,IT020853VA1,IT020853VA,TORRENT MARMORE,riverWaterBody,7.62191,45.9282,stable
IT,IT020854VA1,IT020854VA,TORRENT MARMORE,riverWaterBody,7.61521,45.90803,stable
IT,IT020854VA2,IT020854VA,TORRENT MARMORE,riverWaterBody,7.62354,45.8896,stable
IT,IT020855VA1,IT020855VA,TORRENT MARMORE,riverWaterBody,7.61143,45.86255,stable
IT,IT020856VA1,IT020856VA,TORRENT MARMORE,riverWaterBody,7.58984,45.81346,stable
IT,IT020857VA1,IT020857VA,TORRENT MARMORE,riverWaterBody,7.6052,45.76465,stable
IT,IT020858VA1,IT020858VA,TORRENT MARMORE,riverWaterBody,7.6121,45.74527,stable
IT,IT020861VA1,IT020861VA,TORRENT DE SAINT-VINCENT,riverWaterBody,7.64843,45.7595,stable
IT,IT020862VA1,IT020862VA,TORRENT DE SAINT-VINCENT,riverWaterBody,7.63368,45.74909,stable
IT,IT020940131VA1,IT020940131VA,TORRENT DE CUNEAZ,riverWaterBody,7.72933,45.83091,stable
IT,IT020941VA2,IT020941VA,TORRENT EVENSON,riverWaterBody,7.74147,45.88489,stable
IT,IT020941VA2,IT020941VA,TORRENT EVENSON,riverWaterBody,7.74147,45.88489,stable
IT,IT020942VA1,IT020942VA,TORRENT EVENSON,riverWaterBody,7.7322,45.8467,stable
IT,IT020943VA1,IT020943VA,TORRENT EVENSON,riverWaterBody,7.7466,45.74367,stable
IT,IT020944VA1,IT020944VA,TORRENT EVENSON,riverWaterBody,7.71613,45.69344,stable
IT,IT020972VA1,IT020972VA,TORRENT DE VA,riverWaterBody,7.71863,45.63905,stable
IT,IT0209VA1,IT0209VA,DORA BALTEA,riverWaterBody,7.22708,45.70512,stable
IT,IT021040212VA1,IT021040212VA,RUESSOBACH,riverWaterBody,7.82695,45.83075,stable
IT,IT021040441VA1,IT021040441VA,TORRENT DE GIASSIT,riverWaterBody,7.84247,45.62777,stable
IT,IT0210410VA1,IT0210410VA,TORRENT LYS,riverWaterBody,7.82144,45.62378,stable
IT,IT0210411VA1,IT0210411VA,TORRENT LYS,riverWaterBody,7.79355,45.59152,stable
IT,IT021041VA1,IT021041VA,TORRENT LYS,riverWaterBody,7.81165,45.86369,stable
IT,IT021041VA1,IT021041VA,TORRENT LYS,riverWaterBody,7.81165,45.86369,stable
IT,IT021042VA1,IT021042VA,TORRENT LYS,riverWaterBody,7.8197,45.83321,stable
IT,IT021043VA1,IT021043VA,TORRENT LYS,riverWaterBody,7.82473,45.82312,stable
IT,IT021044VA1,IT021044VA,TORRENT LYS,riverWaterBody,7.82312,45.799,stable
IT,IT021045VA1,IT021045VA,TORRENT LYS,riverWaterBody,7.832,45.76803,stable
IT,IT021046VA1,IT021046VA,TORRENT LYS,riverWaterBody,7.85094,45.74266,stable
IT,IT021048VA1,IT021048VA,TORRENT LYS,riverWaterBody,7.85733,45.67254,stable
IT,IT021049VA1,IT021049VA,TORRENT LYS,riverWaterBody,7.85223,45.63969,stable
IT,IT02AO15,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.33817,45.73079,stable
IT,IT02AO19,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.32337,45.73066,stable
IT,IT02AO23,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.32762,45.73275,stable
IT,IT02AO24,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.34007,45.73565,stable
IT,IT02AO32,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.31993,45.73331,stable
IT,IT02AO51,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.29482,45.73133,stable
IT,IT02AO55,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.34078,45.73864,stable
IT,IT02AO56,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.34593,45.73803,stable
IT,IT02AO61,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.31338,45.73937,stable
IT,IT02AO68,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.32645,45.73734,stable
IT,IT02AO73,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.31273,45.72977,stable
IT,IT02AR6,IT0203VA,PIANA DI VERR?S - ARNAD - ISSOGNE,groundWaterBody,7.72801,45.63122,stable
IT,IT02BR22,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.37782,45.73234,stable
IT,IT02BR25,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.39507,45.73397,stable
IT,IT02BR4,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.38832,45.73726,stable
IT,IT02BR50,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.40499,45.73767,stable
IT,IT02CH5,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.3228,45.72875,stable
IT,IT02CO9,IT0204VA,PIANA DI MORGEX,groundWaterBody,6.96018,45.81193,stable
IT,IT02DBL010,IT0201VA,DORA BALTEA,riverWaterBody,6.9534,45.81419,stable
IT,IT02DBL040,IT0202VA,DORA BALTEA,riverWaterBody,6.98194,45.7693,stable
IT,IT02DBL060,IT0204VA,DORA BALTEA,riverWaterBody,7.05434,45.74649,stable
IT,IT02DBL070,IT0207VA,DORA BALTEA,riverWaterBody,7.10935,45.71674,stable
IT,IT02DBL080,IT0208VA,DORA BALTEA,riverWaterBody,7.1607,45.70402,stable
IT,IT02DBL088,IT0209VA,DORA BALTEA,riverWaterBody,7.21729,45.70338,stable
IT,IT02DBL100,IT02010VA,DORA BALTEA,riverWaterBody,7.33533,45.72895,stable
IT,IT02DBL105,IT02011VA,DORA BALTEA,riverWaterBody,7.39291,45.73874,stable
IT,IT02DBL110,IT02011VA,DORA BALTEA,riverWaterBody,7.4221,45.73871,stable
IT,IT02DBL130,IT02013VA,DORA BALTEA,riverWaterBody,7.58081,45.74518,stable
IT,IT02DBL140,IT02013VA,DORA BALTEA,riverWaterBody,7.64568,45.74107,stable
IT,IT02DBL150,IT02014VA,DORA BALTEA,riverWaterBody,7.66561,45.72206,stable
IT,IT02DBL160,IT02015VA,DORA BALTEA,riverWaterBody,7.67887,45.66669,stable
IT,IT02DBL170,IT02016VA,DORA BALTEA,riverWaterBody,7.73541,45.62669,stable
IT,IT02DBL180,IT02016VA,DORA BALTEA,riverWaterBody,7.79821,45.582,stable
IT,IT02DO11,IT0202VA,PIANA DI DONNAS- PONT ST. MARTIN,groundWaterBody,7.78192,45.60103,stable
IT,IT02DO2,IT0202VA,PIANA DI DONNAS- PONT ST. MARTIN,groundWaterBody,7.77276,45.59753,stable
IT,IT02EVN070,IT020945VA,TORRENT EVENSON,riverWaterBody,7.68408,45.66377,stable
IT,IT02FE9,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.49685,45.74276,stable
IT,IT02JO2,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.27193,45.71832,stable
IT,IT02MO15,IT0204VA,PIANA DI MORGEX,groundWaterBody,7.02655,45.75906,stable
IT,IT02MO7,IT0204VA,PIANA DI MORGEX,groundWaterBody,7.05272,45.74902,stable
IT,IT02PSM7,IT0202VA,PIANA DI DONNAS- PONT ST. MARTIN,groundWaterBody,7.79836,45.587,stable
IT,IT02PSM8,IT0202VA,PIANA DI DONNAS- PONT ST. MARTIN,groundWaterBody,7.79408,45.59112,stable
IT,IT02QU10,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.37397,45.74124,stable
IT,IT02QU16,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.39666,45.74048,stable
IT,IT02SC11,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.37993,45.73941,stable
IT,IT02SC16,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.35458,45.73844,stable
IT,IT02SC5,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.35643,45.74191,stable
IT,IT02SC8,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.35902,45.7374,stable
IT,IT02SM7,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.43881,45.73774,stable
IT,IT02SP6,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.2199,45.70479,stable
IT,IT02VE11,IT0203VA,PIANA DI VERR?S - ARNAD - ISSOGNE,groundWaterBody,7.67735,45.67693,stable
IT,IT02VE13,IT0203VA,PIANA DI VERR?S - ARNAD - ISSOGNE,groundWaterBody,7.68416,45.66299,stable
IT,IT02VE14,IT0203VA,PIANA DI VERR?S - ARNAD - ISSOGNE,groundWaterBody,7.70249,45.65002,stable
IT,IT02VI6,IT0201VA,PIANA DI AOSTA,groundWaterBody,7.20076,45.70142,stable
IT,IT0300108614IR1,IT03N00808614LO,F. SECCHIA,riverWaterBody,10.9544,44.9614,stable
IT,IT03001098160011IR1,IT03POTI3GRCA1LO,NAVIGLIO GRANDE (CANALE),riverWaterBody,9.03325,45.4064,stable
IT,IT030013281IR1,IT030013281IR,BONIFICA MANTOVANA,riverWaterBody,10.99083,45.04881,stable
IT,IT030013311IR1,IT03N0083311LO,RIGLIO (ROGGIA),riverWaterBody,9.88606,45.15679,stable
IT,IT031022,IT03N0080608LO,OGLIO (FIUME),riverWaterBody,10.24305,45.21833,stable
IT,IT031370,IT03N0080010182LO,MERA (FIUME),riverWaterBody,9.40541,46.17281,stable
IT,IT03883,IT03N0080444LO,LAMBRO (FIUME),riverWaterBody,9.24924,45.76311,stable
IT,IT03887,ITIRN00815IR,PO,riverWaterBody,9.99526,45.12889,stable
IT,IT03N0080010011LO1,IT03N0080010011LO,ALBANO (TORRENTE),riverWaterBody,9.24426,46.13033,stable
IT,IT03N0080010012LO1,IT03N0080010012LO,ALBANO (TORRENTE),riverWaterBody,9.28093,46.12594,stable
IT,IT03N008001003011LO1,IT03N008001003011LO,VALLE DI APRICA (TORRENTE),riverWaterBody,10.13045,46.14877,stable
IT,IT03N0080010031LO1,IT03N0080010031LO,BELVISO (TORRENTE),riverWaterBody,10.12929,46.0798,stable
IT,IT03N0080010032LO1,IT03N0080010032LO,BELVISO (TORRENTE),riverWaterBody,10.09963,46.16176,stable
IT,IT03N008001004012LO1,IT03N008001004012LO,BITTO DI GEROLA E DI MORBEGNO (TORRENTE),riverWaterBody,9.56154,46.13719,stable
IT,IT03N00800100601032LO1,IT03N00800100601032LO,STABINA (TORRENTE),riverWaterBody,9.63951,45.97221,stable
IT,IT03N008001006012LO1,IT03N008001006012LO,BREMBO DI MEZZOLDO (FIUME),riverWaterBody,9.67113,45.93972,stable
IT,IT03N008001006031LO1,IT03N008001006031LO,ENNA (TORRENTE),riverWaterBody,9.54031,45.88605,stable
IT,IT03N008001006032LO1,IT03N008001006032LO,ENNA (TORRENTE),riverWaterBody,9.6532,45.87439,stable
IT,IT03N00800100615011LO1,IT03N00800100615011LO,VAL SALVARIZZA (TORRENTE),riverWaterBody,9.66893,45.84307,stable
IT,IT03N008001006162LO1,IT03N008001006162LO,SERINA O AMBRIA (TORRENTE),riverWaterBody,9.68151,45.80789,stable
IT,IT03N0080010061LO1,IT03N0080010061LO,BREMBO DI CARONA (FIUME),riverWaterBody,9.78878,46.02141,stable
IT,IT03N008001006221LO1,IT03N008001006221LO,QUISA (TORRENTE),riverWaterBody,9.6131,45.73151,stable
IT,IT03N008001006222LO1,IT03N008001006222LO,QUISA (TORRENTE),riverWaterBody,9.6048,45.71247,stable
IT,IT03N00800100623A1LO1,IT03N00800100623A1LO,LESINA (TORRENTE),riverWaterBody,9.57178,45.73722,stable
IT,IT03N00800100623A2LO1,IT03N00800100623A2LO,LESINA (TORRENTE),riverWaterBody,9.56243,45.67741,stable
IT,IT03N0080010062LO1,IT03N0080010062LO,BREMBO DI CARONA (FIUME),riverWaterBody,9.68612,45.94179,stable
IT,IT03N0080010063LO1,IT03N0080010063LO,BREMBO (FIUME),riverWaterBody,9.60391,45.76117,stable
IT,IT03N008001006421LO1,IT03N008001006421LO,DORDO (TORRENTE),riverWaterBody,9.54017,45.72549,stable
IT,IT03N008001006422LO1,IT03N008001006422LO,DORDO (TORRENTE),riverWaterBody,9.55094,45.63111,stable
IT,IT03N008001006432LO1,IT03N008001006432LO,IMAGNA (TORRENTE),riverWaterBody,9.603,45.76037,stable
IT,IT03N0080010064LO1,IT03N0080010064LO,BREMBO (FIUME),riverWaterBody,9.58769,45.71022,stable
IT,IT03N0080010065LO1,IT03N0080010065LO,BREMBO (FIUME),riverWaterBody,9.55233,45.5897,stable
IT,IT03N008001006A1LO1,IT03N008001006A1LO,VAL NERA (TORRENTE),riverWaterBody,9.69293,45.94948,stable
IT,IT03N0080010102LO1,IT03N0080010102LO,FRODOLFO (TORRENTE),riverWaterBody,10.3592,46.45875,stable
IT,IT03N008001012021LO1,IT03N008001012021LO,LIRO CAURGA (TORRENTE),riverWaterBody,9.23734,46.16844,stable
IT,IT03N0080010161LO1,IT03N0080010161LO,MALLERO (TORRENTE),riverWaterBody,9.85234,46.26476,stable
IT,IT03N0080010162LO1,IT03N0080010162LO,MALLERO (TORRENTE),riverWaterBody,9.85335,46.16269,stable
IT,IT03N0080010172LO1,IT03N0080010172LO,MASINO (TORRENTE),riverWaterBody,9.64011,46.15879,stable
IT,IT03N008001018022LO1,IT03N008001018022LO,LIRO (TORRENTE),riverWaterBody,9.38763,46.31499,stable
IT,IT03N00800101802A1LO1,IT03N00800101802A1LO,LIRO (TORRENTE),riverWaterBody,9.29669,46.14814,stable
IT,IT03N008001018101LO1,IT03N008001018101LO,SCHIESONE (TORRENTE),riverWaterBody,9.40341,46.75336,stable
IT,IT03N0080010181IR1,IT03N0080010181LO,MERA (FIUME),riverWaterBody,9.50136,46.33129,stable
IT,IT03N0080010182IR1,IT03N0080010182LO,MERA (FIUME),riverWaterBody,9.39024,46.26229,stable
IT,IT03N0080010191LO1,IT03N0080010191LO,PIOVERNA ORIENTALE (TORRENTE),riverWaterBody,9.43211,45.93067,stable
IT,IT03N0080010192LO1,IT03N0080010192LO,PIOVERNA (TORRENTE),riverWaterBody,9.37154,46.01062,stable
IT,IT03N0080010193LO1,IT03N0080010193LO,PIOVERNA (TORRENTE),riverWaterBody,9.2987,46.04201,stable
IT,IT03N0080010201IR1,IT03N0080010201LO,POSCHIAVINO (TORRENTE),riverWaterBody,10.15037,46.20991,stable
IT,IT03N0080010221LO1,IT03N0080010221LO,RIO DI AVEDO (TORRENTE),riverWaterBody,10.24613,46.36555,stable
IT,IT03N0080010222LO1,IT03N0080010222LO,ROASCO (TORRENTE),riverWaterBody,10.2604,46.28781,stable
IT,IT03N008001023011LO1,IT03N008001023011LO,ACQUALINA (TORRENTE),riverWaterBody,9.92358,45.94714,stable
IT,IT03N008001023041LO1,IT03N008001023041LO,OGNA (TORRENTE),riverWaterBody,9.92861,45.90822,stable
IT,IT03N00800102307011LO1,IT03N00800102307011LO,SANGUIGNO (TORRENTE),riverWaterBody,9.89685,45.97461,stable
IT,IT03N008001023091LO1,IT03N008001023091LO,RISO (TORRENTE),riverWaterBody,9.87947,45.85847,stable
IT,IT03N008001023122LO1,IT03N008001023122LO,VERTOVA (TORRENTE),riverWaterBody,9.8515,45.80648,stable
IT,IT03N008001023161LO1,IT03N008001023161LO,LUIO (TORRENTE),riverWaterBody,9.81572,45.76228,stable
IT,IT03N00800102318021LO1,IT03N00800102318021LO,ALBINA (TORRENTE),riverWaterBody,9.7988,45.75718,stable
IT,IT03N0080010232501012LO1,IT03N0080010232501012LO,MORLA (TORRENTE),riverWaterBody,9.68072,45.67982,stable
IT,IT03N0080010232LO1,IT03N0080010232LO,SERIO (FIUME),riverWaterBody,10.00269,46.03387,stable
IT,IT03N0080010233LO1,IT03N0080010233LO,SERIO (FIUME),riverWaterBody,9.92462,45.95076,stable
IT,IT03N0080010234LO1,IT03N0080010234LO,SERIO (FIUME),riverWaterBody,9.88245,45.85116,stable
IT,IT03N0080010235LO1,IT03N0080010235LO,SERIO (FIUME),riverWaterBody,9.7245,45.67955,stable
IT,IT03N0080010235LO2,IT03N0080010235LO,SERIO (FIUME),riverWaterBody,9.7245,45.67955,stable
IT,IT03N0080010236LO1,IT03N0080010236LO,SERIO (FIUME),riverWaterBody,9.70931,45.48343,stable
IT,IT03N0080010237LO1,IT03N0080010237LO,SERIO (FIUME),riverWaterBody,9.70984,45.4298,stable
IT,IT03N0080010238LO1,IT03N0080010238LO,SERIO (FIUME),riverWaterBody,9.71125,45.28311,stable
IT,IT03N0080010271LO1,IT03N0080010271LO,VARRONE (TORRENTE),riverWaterBody,9.44869,46.05181,stable
IT,IT03N0080010272LO1,IT03N0080010272LO,VARRONE (TORRENTE),riverWaterBody,9.41351,46.0511,stable
IT,IT03N0080010273LO1,IT03N0080010273LO,VARRONE (TORRENTE),riverWaterBody,9.29844,46.07275,stable
IT,IT03N0080010282LO1,IT03N0080010282LO,VENINA (TORRENTE),riverWaterBody,9.90762,46.16237,stable
IT,IT03N008001029081LO1,IT03N008001029081LO,VAL FOSCAGNO (TORRENTE),riverWaterBody,10.26611,46.48313,stable
IT,IT03N0080010291LO1,IT03N0080010291LO,VIOLA BORMINA (TORRENTE),riverWaterBody,10.19764,46.43382,stable
IT,IT03N00800102921LO1,IT03N0080010292LO,VIOLA BORMINA (TORRENTE),riverWaterBody,10.33152,46.48229,stable
IT,IT03N008001055012IR1,IT03N008001055012IN,BREGGIA (TORRENTE),riverWaterBody,9.04758,45.84078,stable
IT,IT03N0080010552LO1,IT03N0080010552LO,COSIA (TORRENTE),riverWaterBody,9.07431,45.81352,stable
IT,IT03N008001055341LO1,IT03N008001055341LO,TELO (TORRENTE),riverWaterBody,9.12768,45.94383,stable
IT,IT03N008001055471LO1,IT03N008001055471LO,VALLE DI VILLA (TORRENTE),riverWaterBody,9.2064,45.94907,stable
IT,IT03N008001055511LO1,IT03N008001055511LO,PERLO (TORRENTE),riverWaterBody,9.24847,45.97596,stable
IT,IT03N0080010571LO1,IT03N0080010571LO,ESINO (TORRENTE),riverWaterBody,9.28304,46.01469,stable
IT,IT03N0080010621LO1,IT03N0080010621LO,GALAVESA (TORRENTE),riverWaterBody,9.41769,45.80803,stable
IT,IT03N0080010762LO1,IT03N0080010762LO,SERIO MORTO,riverWaterBody,9.78656,45.19218,stable
IT,IT03N00800109101012LO1,IT03N00800109101012LO,TERR? (TORRENTE),riverWaterBody,9.14386,45.63271,stable
IT,IT03N00800109101131LO1,IT03N00800109101131LO,SERENZA (TORRENTE),riverWaterBody,9.11778,45.70066,stable
IT,IT03N008001091011LO1,IT03N008001091011LO,SEVESO (TORRENTE),riverWaterBody,9.05727,45.75375,stable
IT,IT03N008001091012LO1,IT03N008001091012LO,SEVESO (TORRENTE),riverWaterBody,9.08374,45.73386,stable
IT,IT03N008001091013LO1,IT03N008001091013LO,SEVESO (TORRENTE),riverWaterBody,9.13152,45.67082,stable
IT,IT03N008001091014LO1,IT03N008001091014LO,SEVESO (TORRENTE),riverWaterBody,9.18219,45.53817,stable
IT,IT03N0080011061LO1,IT03N0080011061LO,CARONELLA (TORRENTE),riverWaterBody,10.09347,46.1418,stable
IT,IT03N00800110LO1,IT03N00800110LO,ADDA (FIUME),riverWaterBody,9.52996,45.60217,stable
IT,IT03N00800111LO1,IT03N00800111LO,ADDA (FIUME),riverWaterBody,9.52877,45.55245,stable
IT,IT03N00800112LO1,IT03N00800112LO,ADDA (FIUME),riverWaterBody,9.48679,45.3394,stable
IT,IT03N0080011371LO1,IT03N0080011371LO,LIVO (TORRENTE),riverWaterBody,9.32903,46.15444,stable
IT,IT03N00800113LO1,IT03N00800113LO,ADDA (FIUME),riverWaterBody,9.78134,45.18159,stable
